RecID,Name,Address,City,State,SSN
B899722,ALLAN D,LEE,,,32428
B931070,allan D,Lee,,,92555
B945507,allan D,lee,,,75119
B951741,Allan D,Lee,,,3126
B961632,Allan D,lee,,,77642
B962450,ALLAN D,lee,,,77642
B982535,ALLAN D,LEE,,,78269
B984113,A D,lee,,,77642
B991325,Allan D,LEE,,,32967
B920205,donna S,TOBA,,,33004
B962089,DONNA S,TOBA,,,33675
B985086,donna S,TOBA,,,94611
B985360,Donna S,Toba,,,95035
B987140,D S,Toba,,,94611
B907648,Kyle M,Lewis,,,92027
B924813,KYLE M,lewis,,,91706
B930589,KYLE M,Lewis,,,92027
B936979,KYLE M,LEWIS,,,91I706
B959279,KYLE M,LEWIS,,,91706
B961622,klye M,LEWIS,,,9571
B971786,K M,Lewis,,,95035
B977970,Kyle M,LEWIS,,,94611
B982828,KYEL M,LEWIS,,,92027
B905184,GLYNIS C,vinci,,,7996
B905882,GLYNIS C,VINCI,,,33147
B917000,GLYNIS C,VINCI,,,33970
B922445,GLYNIS C,AY,,,94303
B927345,C,Vinci,,,77355
B930128,glynis C,VINCI,,,77355
B982524,GLYNIS C,Ray,,,94303
B989774,Glynis C,vinci,,,94303
B992977,Glynis C,RGAY,,,33147
B993651,GLYNIS C,VINCI,,,33147
B996883,glynsi C,VINCI,,,34606
B929290,KIT EARL,ray,,,33147
B933991,CHRISTOPHER EARL,RAY,,,34606
B980695,CHRISTIAN EARL,ray,,,34606
B984005,EARL,ray,,,33147
B984301,christopher EARL,ray,,,91387
B913228,MICHELLE,wilhelmson,,,95630
B940438,michelle,wilhelmson,,,95630
B947750,michelle,wilhelmson,,,3208h4
B940696,Celio,williams,,,91327
B909075,Delores L,Schaefer,,,33138
B925528,DELORES L,Schaefer,,,90808
B949161,L,schaefer,,,33181
B959810,DELORES L,SCHAEFER,,,32043
B980568,DELORES L,heurta,,,90808
B980694,D L,Schaefer,,,92115
B922213,ANTHONY,Huerta,,,33909
B924060,ANTHOYN,Huerta,,,90808
B932836,a,uherta,,,90808
B953535,ANTHONY,huerta,,,33032
B953672,ANTHONY,HUERTA,,,33702
B968297,Unknown Name,HUERTA,,,33909
B989433,anthony,Huerta,,,33032
B898203,WENDY B,Walton,,,95670
B900232,WENDY B,g,,,34286
B909776,wendy B,gutierrez,,,95670
B932184,WENDY B,GUTIERREZ,,,954.508-8658
B940340,Wendy B,Gutierrez,,,94501
B947365,B,Gutierrez,,,34286
B958464,wendy B,gutierrez,,,94501
B980833,wendy B,WALTUON,,,95670
B961208,eliseo,Walton,,,33335
B975054,eliseo,Walton,,,33825
B922585,LESLIE E,PADGETT,,,33873
B946719,LESLIE E,PADGETT,,,33904
B947632,LESLIE E,padgett,,,33157
B974329,L E,padgett,,,33904
B960155,Unknown Name,HERNADEZ,,,78539
B973986,LEENA,HERNADEZ,,,78539
B903287,Thomas,VANDYKE,,,91702
B990014,thomas,VANDYKE,,,93612
B995068,THOMAS,Vandyke,,,76248
B939206,stefani R,Babaa,,,32792
B987032,STEFANI R,BABAA,,,34232
B906141,j K,YOUNG,,,72364
B918164,john K,young,,,72364
B921039,JOHN K,YOUNG,,,72079
B932798,JOHN K,young,,,72209
B947888,Ian K,youg,,,72364
B969549,JOHN K,Young,,,93907
B922633,Michele A,K,,,9028H0
B931040,MICHELE A,Killion,,,90280
B949656,Michele A,KILLION,,,90602
B980719,MICHELE A,Killion,,,91708
B921372,Dennis,ruano,,,91384
B939884,DENNIS,urano,,,91384
B979433,D,FOOTE,,,75126
B986718,Larry D,foote,,,7126
B993069,Alrry D,F,,,75126
B905645,NILESH F,mckelvey,,,92584
B943219,NILESH F,MCKELVEY,,,94561
B947920,F,MCKELVEY,,,91209
B953532,NILESH F,MCKELVEY,,,92584
B974222,Nilesh F,mckelvey,,,92584
B966591,j J,Goscicki,,,94591
B965818,AMALIA H,arendt,,,92584
B994093,amalia H,ARENDT,,,33771
B899437,Phillip,BELTRAN,,,92117
B926473,Phillip,BELTRAN,,,96097
B989880,PHILLIP,BELTRAN,,,92591
B976240,CRISTINA H,Santiago,,,72701
B982129,CRISTINA H,SANTIAGO,,,71913
B993656,Cristina H,SANTIAGO,,,722Y16
B997570,Cristina H,SANTIAGO,,,90061
B907965,Michael M,Cortes,,,71913
B950913,michael M,cortes,,,72703
B991748,M,CORTES,,,72216
B905542,Unknown Name,mratinez-ruiz,,,32935
B932999,SHADI,MARTINEZ-RUIZ,,,32773
B943042,SHAID,martinez-ruiz,,,34224
B982653,Unknown Name,Martniez-ruiz,,,34224
B983155,SHADI,MARTINEZ-RUIZ,,,34224
B994206,shdai,MARTINEZ-RUIZ,,,34230
B920758,JOSEPH S,BENNETT,,,32247
B921621,Joey S,BENNETT,,,34221
B936337,Josephine S,bennett,,,33020
B986236,Joey S,BENETT,,,34221
B902944,CASEY A,GACKENBACH,,,92009
B930743,CASEY A,Gackenbach,,,92145
B954056,casey A,GACKENBACH,,,95148
B900068,H,Artenstein,,,92630
B944279,blanca,artenstein,,,92316
B949775,BLANCA,ARTENSTEIN,,,78130
B963691,Blanca H,artensteni,,,94553
B975066,Unknown Name,Artenstein,,,78130
B991224,blanca,ARTENSTEIN,,,77391
B973915,Paul I,HORACE,,,95358
B929827,Minna D,FREEMAN,,,75703
B930610,MINNA L,FREEMAN,,,(407)451.8854
B955441,MINNA L,FREEMAN,,,4758
B980031,MINNA D,FREEMAN,,,75703
B989175,Minna L,FREEMAN,A,,9594Y9
B940919,ROGER L,adllas,,,34758
B941403,hodge L,dallas,,,72529
B963210,ROGER L,Dallas,,,34758
B963697,Hodgekin L,DALLAS,,,72d396
B989652,Roger L,dallas,,,94578
B899807,TAWNEE Y,AMIRHAMZEH,,,91377
B911016,Y,amirhamzeh,,,91377
B953754,tawnee Y,AMIRHAMZEH,,,90651
B978859,TAWNEE Y,AMIRHAMZEH,,,96003
B979334,Tawnee Y,AMIRHAMZH,,,9377
B983383,tawnee Y,AMIRHAMZEH,,,95267
B903745,Justin R,smith,,,33949
B905689,J R,Smith,,,95267
B900892,robin L,MORGAN,,,33064
B967386,ROBIN L,MROGAN,,,33064
B978744,Roibn L,morgan,,,33064
B923141,Ismenia H,MOONEY,,,7703
B923678,Ismenia H,mooney,,,76036
B928744,ISMENIA H,mooney,,,72712
B940674,ISMENIA H,mooney,,,71701
B967250,ISMENIA H,mooney,,,75123
B990238,H,MOONEY,,,76036
B994213,H,MOONEY,,,71701
B910335,FRED B,SILVEIRA,,,7U2130
B917439,Fred B,silveira,,,72130
B986706,ferdinando B,Silveira,,,2130
B988199,fred B,silveira,,,72712
B899299,DEBORAH O,Fordham,,,32141
B899858,DEBORAH O,MORAN,,,92595
B907470,DEBORAH O,M,,,92595
B913689,D O,FORDHAM,,,32141
B926406,DEBORAH O,FORDHAM,,,32443
B942180,DEBBY O,Frodham,,,32141
B943997,debbie O,fordham,,,32443
B952751,O,FORDHAM,,,92595
B988908,DEBORAH O,FORDHAM,,,33606
B942213,christopher,MOARN,,,95020
B965716,christopher,Moran,,,91706(626)853.6101
B990203,christopher,Moran,,,90507
B902331,AMBER W,prentice,,,94541
B917493,Abmer W,prentice,,,92570
B935658,amber W,alvarado,,,92570
B940895,AMBER W,prentice,,,93637
B952635,A W,PRENTICE,,,92154
B972360,AMBER W,PRENTICE,,,93637
B990395,amber W,Prentice,,,92154
B914773,Obed,alvarxado,,,34610
B939974,obadiah,ALVARADO,,,32g872
B949572,Obedience,ALVARADO,,,92570
B974450,OBED,ALVARADO,,,34610
B986064,Unknown Name,ALVARADO,,,34610
B898999,jennifer K,Enalon,,,909.680.6040
B899265,Jennifer K,NEALON,,,93727
B911010,jennifer K,NEALON,,,93727
B921062,j K,NEALON,,,93727
B951513,Jennifer K,Nealon,,,93291
B967668,JENNIFER K,NEALON,,,92399
B930394,louis L,girffin,,,9355
B956301,LOUIS L,GRIFFIN,,,33810
B917142,OLGA D,OSBORNE,,,94561
B927817,olga D,osborne,,,92505
B972627,Olga D,osborne,,,90706
B979741,OLGA D,OSBORNE,,,90032
B913664,damian P,merriman,,,90706
B917539,damian P,merriman,,,90706
B919150,DAMIAN P,MERRIMNA,,,94571
B935490,DAMIAN P,MERRMIAN,,,90706
B950215,Damian P,merriman,,,G94571
B950254,DAMIAN P,MRERIMAN,,,94571
B961106,DAMIAN P,MERRIMAN,,,92394
B986760,DAMIAN P,Merriman,,,92394
B994430,P,MERRIMAN,,,92505
B996420,D P,MERRIMAN,,,92394
B966057,TERESA P,PITCHER,,,75126
B987043,teresa P,Pitcher,,,90680
B958498,JUAN,bernal,,,90680
B932576,JOSE M,Fair,,,92334
B950218,Jose M,fair,,,90255
B972509,jose M,fair,,,u95610
B906564,JEAN S,fultz,,,D32247
B918184,j S,FULTZ,,,32757
B929465,JEAN S,FULTZ,,,75002
B932616,Jean S,fultz,,,32757H
B972132,JEAN G,Fultz,,,91409
B924165,L,GACRIA,,,76354
B950047,Larry,Garcia,,,76354
B957361,LARRY,GARCIA,,,75381
B968173,l,Garcia,,,76354
B971179,LAWRENCE,GARCIA,,,32247
B899120,AGNES F,Rolle,,,33467
B918823,NANCY F,Habebo,,,77051
B937000,Nancy F,Habebo,,,78245
B953669,Nancy F,habebo,,,210.525-6172
B956601,n F,Habebo,,,78245
B976365,ANNIE F,HABEBO,,,33467
B902867,Craig B,ROLLE,,,33467
B989301,craig B,rolle,,,561.867.8433
B900998,MANIC L,Allmon,,,95632
B906078,manci L,ALLMON,,,9456
B920036,MAINC L,A,,,95632
B928883,AMNIC L,ALMON,,,95632
B965935,manic L,Allmon,,,95127
B898411,TERSEA,ARUTYUNYAN,,,33972
B904600,TERESA,ARUTYNUYAN,,,33972
B936308,teresa,arutyunyan,,,34208
B942831,TESS,a,,,34208
B944182,TERESA,arutyunyan,,,34102
B955935,TERESA,arutyunyan,,,34102
B966061,Teresa,ARUTYUNYAN,,,34208
B913334,F,BRIONES,,,95831
B918703,MAURILIO F,briones,,,90009
B933076,maurilio F,BRIONES,,,33647 813.351-0020
B901127,jaqueline,CARRILLXO,,,32t569
B929156,j,Carrillo,,,33u012
B929795,jaqueline C,carrillo,,,90027
B948553,JAQUELINE C,carrillo,,,9213
B966202,Jaqueline,carrillo,,,32569
B966543,JAQUELINE,carrillo,,,32569
B989386,JAQUELINE C,carrillo,,,94128
B906435,Jason R,Chavez,,,94603
B921819,JASON R,CHAVEZ,,,921M45
B926374,jason R,CHAVEZ,,,32225
B944243,JASON R,chavez,,,34953
B948548,JASON R,Chavez,,,32225
B951547,JASON R,chavez,,,34953
B951775,jason R,Chavez,,,32225
B958122,R,CHAEZ,,,34953
B962796,JASON R,CHAVEZ,,,9n1791
B965476,jason R,chavez,,,93062
B925469,SANDRA,Paniter,,,90011
B934708,SANDRA,MENDEZ,,,91776
B947936,SANDRA,P,,,90011
B953496,S,mendez,,,92427
B960044,sandra,mendez,,,91776
B965347,Asndra,MENDEZ,,,92145
B991388,Sandra,MENDEZ,,,91776
B997469,sandra,Painter,,,90011
B903881,elizabeth M,m,,,E93711
B941030,ELIZABETH M,WARD,,,B90063
B943700,ELIZABETH M,MIRANDA,,,9i2555
B951038,bethia M,Miranda,,,93711
B955925,betsy M,MIRANDA,,,93711
B960985,elizabteh M,miranad,,,90631
B971379,M,Miranda,,,900T63
B975952,elizabeth M,MIRANDA,,,96022
B994653,ELIZABETH M,MIRANDA,,,90631
B920872,CHARLES BRYAN,WRAD,,,75253
B927310,CHAD BRYAN,W,,,90063
B969832,CHARLES BRYAN,WARD,,,75J253
B996390,charles BRYAN,WARD,,,7B5253
B997117,charles BRYAN,WARD,,,90063
B910285,carolina G,ybarra,,,34478
B915383,CAROLINA G,ybarar,,,91730
B944192,CAROLINA G,ybarra,,,92377
B899400,gary A,ROMO,,,92692
B925826,Gary A,ORMO,,,9a1744
B947964,GARY A,ormo,,,92692
B958863,gary A,ROMO,,,93551
B990894,gary A,ROMO,,,92692
B919892,doris,mendez,,,90706
B927533,d,MENDEZ,,,90650
B938089,doris,MENDEZ,,,90650
B948250,DORIS,MENDEZ,C,,7p5846
B959936,DORA,mendez,,,32909
B983502,DORA,cunningham,C,,903.470-6465
B984658,D,MENEZ,,,90706
B995610,doris,MENDEZ,,,90009
B995998,DORA,Mendez,,,90706
B906943,A,CUNNINGHAM,,,94564
B910734,jose A,CUNNINGHAM,,,91709
B953947,JOSE A,CUNNINGHAM,,,95624
B961419,JOSE A,CUNNINGHAM,,,32909
B964145,Jose A,cunningham,,,32909
B974427,JOSE A,cunningham,,,94564
B976607,JOSE A,C,,,94564
B928145,Maria J,lopez,,,92203
B963748,maria J,LOPEZ,,,92531
B972992,MARIA J,LOPEZ,,,90706
B984742,m J,lope,,,922q03
B991109,Marai J,lopez,,,92203
B900152,JOSE D,Hayes,,,90706
B914712,J D,HAYES,,,92377
B931012,jose D,Hayes,,,92584
B935032,JOSE D,Hayes,,,92531
B939975,jose D,hayes,,,95164
B973676,JOES D,HAYES,,,92584
B988804,JOSE D,HAYES,,,92584
B918146,R,R,,,33179
B918835,SANDRA R,SMITH,,,33075
B920469,sandra R,SMITH,,,33055
B962541,SANDRA R,RALSTON,,,33179
B984235,S R,smith,,,33179
B986912,Sandra R,Smith,,,(305)136-4824
B899945,CARLOS E,Ralston,,,92010
B924203,CARLOS E,RALSTON,,,92010
B927695,CARLOS E,RALSTON,,,33179
B959158,CARLOS E,ralston,,,33179
B996926,CARLOS E,RALSTON,,,92010
B978848,shaira M,PIRES,,,92223
B924359,BETH,Aburto,,,94587
B924861,Elizabeth,Aburto,,,92260
B941442,Elizabeth,ABURTO,,,92021
B949504,ELIZABETH,a,,,92260
B914129,MICHAEL C,LOPEZ-CASTILLO,,,33016
B957990,MITCHELL C,LOPEZ-CASTILLO,,,33016
B977074,M C,LOPEZ-CASTILLO,,,94587
B990501,C,LOPEZ-CASTILLO,,,32911
B906427,alicia,peralta,,,972.174.3185
B908143,alicia,Peralta,,,92308
B921910,Unknown Name,PERALTA,,,91342
B954242,alciia,Peralta,,,92308
B963435,ALICIA,Thompson,,,92308
B997674,ALLY,PERALTA,,,79760
B915711,Pablo R,THOMPSON,,,5180
B921198,pablo R,thompson,,,75180
B929933,pablo R,THOMPSON,,,76248
B959588,pablo R,THOMPMSON,,,76248
B973371,Pablo R,Thompson,,,76248
B995867,Pablo R,THOMPSON,,,75180
B996132,apblo R,THOMPSON,,,91342
B899321,Freddie K,WARD,,,3920
B915669,Freddie K,WARD,,,33p920
B936043,FREDDIE K,Wadr,,,33598
B973116,FREDDIE K,WARD,,,33920
B980529,frdedie K,WARD,,,34611
B985826,f K,ward,,,33703
B904840,MARIA,Migenes,,,93552
B921206,MARIA,migenes,,,93552
B935630,MARIA,migenes,,,90733
B950692,Maria,Migenes,,,92335
B957352,MARIA,migenes,,,33844
B964004,MARY,MIGENES,,,92335
B983848,Maria,MIGENES,,,33990
B994938,MARIA,Migenes,,,92335
B903767,william,villarreal,,,95376
B910286,william,VILLARREAL,,,90201
B911700,William,VILLARREAL,,,33844
B941853,WILMA,Villarreal,,,90201
B944907,Unknown Name,VILLAREAL,,,33844
B960310,Bill,Villarreal,,,33990
B989260,William,Villarreal,,,32193
B990391,WILLIAM,VILLARREAL,,,95376 209.387.5021
B991135,william,VILLARREAL,,,90201
B996707,William,VILLARREAL,,,33844
B930246,Unknown Name,fierro-madrid,,,32223
B983674,JACCI,Fierro-madrid,,,32223
B908845,v L,Thomas,,,78109
B910606,Tory L,thomas,,,76901
B923853,toria L,thomas,,,78109
B946359,VICKI L,Thomas,,,76901
B969758,victoria L,Thomas,,,78109
B985033,TORY L,THOMAS,,,76901
B904916,RICHARD A,lozano,,,33486
B906685,R A,lozano,,,32833
B911988,RITCHIE A,LOZANO,,,33486
B950970,Richard A,LOZANO,,,32833
B989633,A,lozano,,,94590
B994334,richard A,LOZANO,,,33486
B911079,CATHERINE J,GUERRA,,,92344
B965671,J,CARLSON,,,92344
B976182,c J,Guerra,,,94568
B980430,CATHERINE J,Guerra,,,3338
B987089,CATHERINE J,C,,,92344
B919725,M,C,,,92344
B984244,C M,carlson,,,92344
B995613,hcester M,calrson,,,92344
B932916,ROSE A,bonventre,,,33401
B935379,willie S,gilbert,,,32425
B979680,willie S,glbert,,,32425
B981243,WILLIE S,GILBERT,,,32425
B931215,Veronica D,doria,,,92111
B974091,RONNA D,doria,,,90221
B984111,veronica D,doria,,,95826
B920657,Pedro V,FLORES,,,95826
B947296,Pedro V,Flores,,,91040
B991132,p V,floers,,,91040
B992922,pedro V,Flores,,,32420
B900838,LORI,morados,,,90009
B969502,lori,VANLNDINGHAM,,,3285
B988355,Lori,morados,,,32835
B903366,ROBERTO L,Valandingham,,,34748
B943572,ROBERTO L,Vanlandinham,,,32835
B947838,MILIVOY S,ROSEMON,,,78596
B962239,milivoy S,ROSEMON,,,77568
B980561,S,ROSEMON,,,76107
B981972,milivoy S,ROSEMON,,,75050
B993778,MILIVOY S,Rosemon,,,78596
B900305,FEL,CORNELISSEN,,,95973
B903632,Felicia,crnelissen,,,4509
B909476,FELICIA,Cornelissen,,,93105
B909927,Unknown Name,cornelissen,,,94025
B918240,felicia,Cornelissen,,,94509
B930480,Felicia,CORNELISSEN,,,93105
B936098,felicia,CORNELISSEN,,,92626
B943798,FELICIA,CORNELISSEN,,,94513
B948721,Felicia,cornelissen,,,94025
B972872,FEL,CRNELISSEN,,,92626
B989937,Unknown Name,CORNELISSEN,,,94509
B994498,Feli,CORNELISSEN,,,92626
B898262,PATRICK B,ARNOLD,,,94513
B906866,P B,anrold,,,94025
B934781,PATRICK B,ARNOLD,,,2703
B955893,patrick B,ARNOLD,,,95973O
B990284,patricia B,ARNOLD,,,9402
B992435,patrick B,arnold,,,94025
B960322,K,Riffey,,,77511
B971052,BERNADETTE K,RIFFEY,,,32258
B977063,BERNADETTE K,RIFFEY,,,d32258
B926085,MANNY M,KIRBY,,,77511
B943486,MANUEL M,IKRBY,,,77511
B979262,MAUNEL M,KIRBY,,,78683
B997286,MANUEL M,kriby,,,77511
B910714,K,PRINCE,,,75159
B911776,MRAYANN K,Prince,,,95765
B938287,MARYANN K,PRINCE,,,7544
B957973,MAYRANN K,Cozrbin,,,75044
B972502,Amryann K,Corbin,,,75044
B916327,E,corbin,,,95823
B959185,Jim E,CORBIN,,,95823
B972143,James E,CORIN,,,95823
B907102,maria H,ESSGI,,,92127
B910272,MARY A,essig,,,34746
B920845,Maria A,essig,,,93062
B951515,MARIA A,HARVE,,,94526
B953842,maria A,ESSIG,,,94526
B981648,Mariah H,Essgi,,,92708
B997734,H,ESISG,,,92127
B998310,maria A,ESSIG,,,94526
B899357,JEFFRYE GERARD,HARVEY,,,75015
B914076,geoffrey GERARD,harvey,,,78681
B934929,Geoffrey GERARD,h,,,76227
B955779,GEOFFREY GERARD,HARVEY,,,78681
B958821,Jeffrey GERARD,HARVEY,,,76227
B970823,JEFFREY GERARD,HARVEY,,,78681
B981533,jeffrey GERARD,HARVEY,,,76227
B986117,jeffrey GERARD,harvey,,,9390
B925366,s F,Kobzeff,,,92869
B928158,STANLEY F,OKBZEFF,,,92869
B932353,s F,KOXBZEFF,,,94549
B947717,s F,Kobzeff,,,94549 925-880-7123
B958355,Stanley F,KOBEZFF,,,92869
B989468,STANLEY F,kbozeff,,,9454
B931585,M L,vivona,,,95822
B960371,MARGARET L,vivona,,,95822
B968979,METTA L,Vivona,,,92056
B983321,VICTOR L,williams,,,92572
B900000,Robin D,CEBALLOS,,,32703
B938228,ROBIN D,ceblalos,,,33918
B958331,ROBIN D,CEBALLOS,,,34748
B934345,RUTH,Martinez,,,90063
B936106,Unknown Name,MARTINEZ,,,33243
B944406,RUTH,martinez,,,33424
B949118,RUTH D,martinez,,,92346
B955327,RUTH,martinez,,,32159
B965453,RUTH D,MARTINEZ,,,9236
B976543,RUTH D,MARTINEZ,,,92346
B898956,Terrel R,doss,,,91729
B922672,terrle R,DOSS,,,33470
B943111,R,Doss,,,90063
B994200,Terrel R,DOSS,,,93011
B912180,L,lantrip,,,77351
B923199,BARBERY L,LANTRIP,,,32810
B940190,Barbara L,lantrip,,,76148
B945299,L,lantrip,,,76148
B952045,BARBARA L,Lantrip,,,32810
B953141,BARBARA L,tompkins,,,7618
B980692,BARBARA L,lantrip,,,33461
B991865,BARBARA L,LANTRIP,,,77351
B906622,NATHANIEL A,TOMPKINS,,,77073
B908078,A,TOMPKINS,,,95820
B922501,NATHANIEL A,TOMPKINS,,,95820
B931745,NATAHNIEL A,TOMPKINS,,,95820
B940292,NATHANIEL A,TOMPKINS,,,77351
B949830,nathaniel A,TOMPKINS,,,77351
B987948,NATHANIEL A,tompkins,,,92115
B928518,Charlene M,Brownlee,,,75060
B938264,charlene M,BROWNLEE,,,75165
B958513,CHARLENE M,brownlee,,,75165
B991096,CHARLENE M,Brownlee,,,95829
B913222,V,Ballard,,,95648
B969287,TROY V,ballard,,,95833
B912998,J M,BELL,,,77072
B919465,JAMIANNE M,b,,,75232
B940060,Jamianne M,bell,,,75232
B979032,Jamianne M,BELL,,,77072
B981897,M,BELL,,,75232
B996952,JAMIANNE M,bell,,,77072
B905816,Naabel L,VICK,,,33903
B941355,ANAEBL L,VICK,,,91017
B929310,LESTER G,Raulerson,,,75181
B931412,LESLIE G,Raulerson,,,75181
B939427,LESLIE G,RAULERSON,,,33903
B946207,LESLIE G,raulerson,,,75166
B969432,LESTER G,RAULERSON,,,75181
B990096,lester G,RAULERSON,,,75166
B929578,gwendolyn C,Huffman,,,95828
B929717,GWENDOLYN C,ROACH,,,95164
B898901,GUILLERMO D,Huffman,,,9280a8
B912873,Guillermo D,HFUFMAN,,,92808
B920779,GUILELRMO D,huffman,,,92084
B944005,GUILLERMO D,huffman,,,92071
B951644,GUILLERMO D,HUFFMAN,,,92084
B906304,GIANNA Z,GUAJARDO,,,850-621.1376
B912655,G Z,GUAJARDO,,,92506
B919342,Iganna Z,GUAJAARDO,,,32440
B953382,Z,GUAJARDO,,,33916
B958315,GIANNA Z,Guajardo,,,32440
B959853,Gianna Z,GUAJARDO,,,91730
B979016,GIANNA Z,GUAJARDO,,,32114
B995136,GINANA Z,GUAJARDO,,,32114
B905794,omar DWAIN,WHITTLE,,,33598
B909600,OMAR DWAIN,WIHTTLE,,,92506
B911744,OMAR DWAIN,Whittle,,,34102
B922929,omar DWAIN,WHITTLE,,,33063
B941839,OMAR DWAIN,Whittle,,,33598
B946459,OMAR DWAIN,WHITTLE,,,(909)161.3041
B958293,OMAR DWAIN,WHITTLE,,,91730
B974915,Omar DWAIN,WHITTLE,,,33063
B977062,OMRA DWAIN,Whitetle,,,33063
B912376,Mariah K,KRAUS,,,33060
B929537,maria K,kraus,,,33595
B984666,Maria K,KRAUS,,,95133
B902322,gregory M,CASTELINO,,,95020
B914050,GREGORY M,Castelino,,,95020
B917884,gregory M,castelino,,,94591
B936681,gregory M,CASTELINO,,,3307
B950234,GREGORY M,CSTELINO,,,33073
B967852,g M,castelino,,,95020
B971773,gregory M,CASTELINO,,,94591
B992466,GREGORY M,CASTELINO,,,3227
B909759,claire A,URIS,,,79938
B915547,Claire A,URIAS,,,79938
B916836,Claire A,urias,,,94603
B955605,CLAIRE A,URIAS,,,79938
B977713,claire A,GRIESR,,,94603
B989317,CLAIRE A,grieser,,,94603
B996631,CLAIRE A,URIAS,,,93002
B903015,C L,GRIESER,,,93727
B926446,CHRISTOPHER L,GRISER,,,94603
B934481,L,GRIESER,,,90505
B937880,C L,grieser,,,93004
B941279,c L,GRIESER,,,9005
B943386,CHRISOTPHER L,GRIESER,,,94603
B952068,CHRISTOPHER L,Grieser,,,95M148
B963582,Christopher L,RGIESER,,,90505
B969953,KESTER L,Greser,,,94603
B909808,THEREAS A,SERRANO,,,71909
B910581,Ticy A,serrano,,,71909
B917758,THERESA A,s,,,72756
B968295,Ticy A,SERRANO,,,72756
B971012,Theersa A,CAPPS,,,92507
B975745,THERESA A,pcapps,,,92507
B980508,THERESA A,Serrano,,,72756
B985746,THERESA A,SERRANO,,,71909
B987125,T A,serrano,,,92507
B931692,GREG P,C,,,92507
B966991,GREGORY P,Capps,,,90715
B978193,gergory P,JCAPPS,,,90715
B982668,GREGORY P,capps,,,92507
B983118,GREGORY P,Capps,,,(909)522-1578
B908750,LIBERTAD,TORRES,,,93312
B920554,libertad,TORRES,,,94115
B922921,LIBERTAD,torres,,,92589
B962599,LIBERTAD,Torres,,,94115
B971760,libertad,Torres,,,92584
B898438,G K,JANISCH,,,90042
B945235,GLEN K,janisch,,,93386
B952321,Glen K,JANISCH,,,32976
B956163,K,janisch,,,90042
B957074,GLEN K,Janicsch,,,32976
B983903,glen K,janisch,,,90042
B900289,Esther J,Melancon,,,75951
B903836,Esther J,MELANCNO,,,92571
B908207,E J,MELANCON,,,94605
B923581,Esther J,Melancon,,,94605
B925086,esther J,Melancon,,,94605
B930845,esther J,Melancon,,,92571
B934616,esther R,melancon,,,34208
B951580,ESTHER J,MELANCON,,,76036
B958616,Esther J,MELANCON,,,93907
B971043,Esther J,ROBETRS,,,7603
B980666,ESTHER J,MELANCON,,,76036
B916015,RICARDO N,ROBERTS,,,(530)420.1670
B970134,Ricardo N,ROBERTS,,,94801
B987993,RICARDO N,roberts,,,76036
B913996,kim L,IVEY,,,72205
B916234,KIM L,HOLLAXND,,,72943
B967389,KIM L,Ive,,,95608
B980324,Kim L,ivey,,,72943
B983299,KIM L,Ivey,,,q72943
B984311,Kim L,holland,,,72205
B997729,Kim L,Ivey,,,95608
B901514,Freeman J,holland,,,72205
B907515,J,Holland,,,72943
B909730,freeman J,Holland,,,91701
B918256,FREEMAN J,Holland,,,7293
B939343,FREEMAN J,HOLLAND,,,72943
B970853,FREEMAN J,HOLLAND,,,9295
B992120,FREEMAN J,HOLLAND,,,72205
B996986,Freeman J,HOLLAND,,,72205
B943255,HONORATO Z,Mcklevey,,,32456
B935723,RHYAN,Chandra,,,32837
B985820,RHYAN,Chandra,,,33027
B941204,MARY G,ferguson,,,91762
B949201,MARY G,FERGUSON,,,32872
B911507,RANDALL M,HERNANDEZ,,,95673
B921002,RANDALL M,HERNANDEZ,,,90660
B929991,randolph M,HERNANDEZ,,,32247
B932116,randall M,HLERNANDEZ,,,95673
B957489,Randlal M,Hernandez,,,90660
B904738,R,WOOTEN,,,34286
B934392,rochelle,Deesus,,,32565
B949420,rochelle,dejesus,,,34286
B958049,Rochelle,DEJESUS,,,32565
B961816,rochelle,DEJESUS,,,33762
B970133,ROCHELLE,dejfesus,,,32565
B901499,Phillip D,Wooten,,,94564
B959210,Phillip D,WOOTEN,,,93906
B967890,Phillip D,wooten,,,94564
B989158,phillip D,Wooten,,,33765
B995020,phillip D,Wooten,,,34286
B998470,D,wooten,,,91773
B906655,IVORY G,desperrier,,,72653
B927576,IVORY G,DESPERRIER,,,72653
B938358,Ivory G,desperrier,,,72904
B959420,G,desperrier,,,71901
B964546,IVORY G,DESPERRIER,,,72126
B965693,Ivory G,DESPERRIER,,,71923
B989445,I G,DESPERRIER,,,71901
B997836,i G,DESPERRIER,,,72190
B907199,SAMEERA J,TAYLOR,,,33635
B908748,S J,Taylro,,,33635
B974231,SMAEERA J,taylor,,,33635h
B911020,MILDRED C,SALAZAR,,,92882
B943116,Mimi C,salazar,,,32824
B954828,m C,SALAZAR,,,33114
B956348,MILDRED C,KIGN,,,32824
B974422,MILDRED C,SALAZAR,,,75381
B975051,mildred C,salazar,,,75070
B989395,mildred C,SALAZAR,,,32824
B914844,ROBERT G,KING,,,33004
B928527,robin G,knig,,,33004
B980863,Robin G,King,,,34288
B985175,ROBIN G,KING,,,33114
B989773,G,KING,,,34288
B921886,Shelley S,RICHARDS,,,77578
B943484,shelley S,richards,,,7F8646
B988617,SHELLEY S,Richards,,,91730
